港澳,#genre#
电锯惊魂3,https://vod.bunediy.com/20210520/QURVL75v/index.m3u8
电锯惊魂4,https://vod.bunediy.com/20210621/CEwLCvTT/index.m3u8
电锯惊魂5,https://vod.bunediy.com/20210520/qhQLDMF0/index.m3u8
电锯惊魂6,https://vod.bunediy.com/20210520/1pyxhCzu/index.m3u8
电锯惊魂7,https://vod.bunediy.com/20210520/Dfx0uKCs/index.m3u8
电锯惊魂8,https://vod.bunediy.com/20201218/b5xSmd3g/index.m3u8
电锯惊魂9,https://vod.bunediy.com/20210601/NjifTcC3/index.m3u8
粽邪2,https://v3.dious.cc/20201231/ATOfMqkY/1000kb/hls/index.m3u8
红衣小女孩外传,https://vod2.buycar5.cn/20200911/d8OCUkLG/1000kb/hls/index.m3u8
流言,https://vod.bunediy.com/20210617/YcAQfTTo/index.m3u8
明天的记忆,https://vod.bunediy.com/20210516/2NIkoFSR/index.m3u8
笔仙怪谈,https://vod.bunediy.com/20210519/75UEjIKE/index.m3u8
深海狂鲨3,https://vod.bunediy.com/20200728/jmzbVL3q/index.m3u8
战争片,#genre#
敦刻尔克,https://vod.bunediy.com/20200505/9lnPcpJs/index.m3u8
敢死队,https://vod.bunediy.com/20200414/viyQfwe6/index.m3u8
敢死队2,https://vod.bunediy.com/20200507/PlYF2nAX/index.m3u8
敢死队3,https://video.buycar5.cn/20200902/hN54huLN/1000kb/hls/index.m3u8
长城,https://vod.bunediy.com/20201112/D12bKXu1/index.m3u8
海豹突击队大战僵尸,https://vod.bunediy.com/20200429/V37xe7Sd/index.m3u8
勇者行动,https://vod4.buycar5.cn/20210319/lEblpSN4/1000kb/hls/index.m3u8
浴血无名川2021,https://vod.bunediy.com/20210402/0XLg8Moc/index.m3u8
灰猎犬号2020,https://vod.bunediy.com/20210315/5KzwUySP/index.m3u8
战争幽灵2020,https://vod.bunediy.com/20201101/oEeIZs7s/index.m3u8
八佰2020,https://vod.bunediy.com/20201107/aeFcG8Dl/index.m3u8
特别有种2020,https://vod.bunediy.com/20200802/FIorqGhz/index.m3u8
绝地狙杀,https://vod.bunediy.com/20210701/aP44AiJA/index.m3u8
美国叛徒轴心莎莉的审判,https://vod.bunediy.com/20210608/xIyvVk7Q/index.m3u8
赵云传之龙鸣长坂坡,https://vod.bunediy.com/20201107/UNtYVV05/index.m3u8
赵子龙,https://vod.bunediy.com/20201130/0XvMrvD4/index.m3u8
灾难片,#genre#
一呼百应,https://vod.bunediy.com/20201202/w5BmvUtc/index.m3u8
战疫2020之我是医生,https://vod.bunediy.com/20201104/fRZDGu3E/index.m3u8
鲨海逃生,https://vod.bunediy.com/20200715/yqForWuB/index.m3u8
伦敦陷落,https://vod.bunediy.com/20200410/lLDXf1Na/index.m3u8
天使陷落,https://vod.bunediy.com/20200716/kqWXJuaG/index.m3u8
奥林匹斯的陷落,https://vod.bunediy.com/20200413/8ln8maRr/index.m3u8
冰海陷落,https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-o-0004/34b477bb663d4f1185f7a3b2620d64f9?.mp4
圣安地列斯地震,https://vod.bunediy.com/20200429/TgcGlvX6/index.m3u8
摩天营救,https://vod.bunediy.com/20200502/eYIxYopq/index.m3u8
惊涛飓浪,https://vod.bunediy.com/20210107/uPeK4B4o/index.m3u8
极限逃生,https://video.buycar5.cn/20200902/Ll6uHuNT/1000kb/hls/index.m3u8
大地震,https://vod.bunediy.com/20201228/0b3waKbS/index.m3u8
巨鳄风暴,https://video.buycar5.cn/20200920/0Kd8cZcT/1000kb/hls/index.m3u8
冰峰暴,https://video.buycar5.cn/20200920/bDVyhhrG/1000kb/hls/index.m3u8
天·火,https://video.buycar5.cn/20200920/WS058uud/1000kb/hls/index.m3u8?_t=1626435840511
大雪怪,https://iqiyi-com.jjyl12349.com/20210722/wqgq76CZ/1000kb/hls/index.m3u8
陆行鲨,https://video.buycar5.cn/20200801/rCgfwAYf/1000kb/hls/index.m3u8
龙潭巨兽,https://vod2.buycar5.cn/20201018/GPU5H6Gg/1000kb/hls/index.m3u8
变异狂蟒2,https://vod.bunediy.com/20210103/dCoW7mMw/index.m3u8
狂鳄海啸2021,https://vod.bunediy.com/20210716/CL6vosPi/index.m3u8
终极台风2020,https://vod.bunediy.com/20200927/mQcakLd5/index.m3u8
蟑潮2020,https://vod.bunediy.com/20201129/eeIpXp1y/index.m3u8
大章鱼2020,https://vod.bunediy.com/20200904/22A5PO8S/index.m3u8
紧急救援2020,https://vod.bunediy.com/20210206/V92cbtDm/index.m3u8
末日逃生2020,https://vod.bunediy.com/20201121/0U8Ir42T/index.m3u8
流浪地球2020特别版,https://vod.bunediy.com/20210117/BJ9K5hW9/index.m3u8
流浪地球2019,https://vod.bunediy.com/20200506/rDqQynvE/index.m3u8
中国机长2019,https://vod.bunediy.com/20200507/dacHXlEB/index.m3u8
烈火英雄2019,https://vod.bunediy.com/20200506/fE01jzHV/index.m3u8
动画片,#genre#
轻松小熊和小薰2021,https://vod.bunediy.com/20210601/5nkUgn7U/index.m3u8
小美人鱼的奇幻冒险2021,https://vod.bunediy.com/20210630/UUh9l0Lu/index.m3u8
哪吒重生普通话,https://vod.bunediy.com/20210402/OZAmg4R0/index.m3u8
哪吒重生粤语,https://vod.bunediy.com/20210419/2PPPh5p4/index.m3u8
许愿神龙2019,https://vod.bunediy.com/20210320/QliPfBWg/index.m3u8
史酷比狗2020,https://vod.bunediy.com/20210103/FFX4xuhq/index.m3u8
刺猬索尼克2020,https://vod.bunediy.com/20200614/I10PiEjp/index.m3u8
大侦探皮卡丘2019,https://vod.bunediy.com/20200413/p5UVBxY2/index.m3u8
粤语片,#genre#
感动她77次,https://vod.bunediy.com/20210616/yIqayuCV/index.m3u8
乜代宗师,https://vod.bunediy.com/20200614/OCvmcxdM/index.m3u8
小Q,https://vod.bunediy.com/20200506/UHhFhJW2/index.m3u8
犯罪现场,https://vod.bunediy.com/20200505/rbJ2qIRS/index.m3u8
反贪风暴4,https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/831c19187d804ab0978948475309a7b0?.mp4
扫毒2天地对决,https://vod.bunediy.com/20200506/Oj5vncqn/index.m3u8
追龍2,https://vod.bunediy.com/20210528/uf00AqP7/index.m3u8
澳门风云1,https://vod.bunediy.com/20200507/zzd7HFwq/index.m3u8
澳门风云2,https://vod.bunediy.com/20200429/P9bXXW4Y/index.m3u8
澳门风云3,https://vod.bunediy.com/20200413/wFbpv5Ph/index.m3u8
冲锋战警,https://vod.bunediy.com/20200507/hV5vwb5m/index.m3u8
线人,https://vod.bunediy.com/20200502/LkIv0kQA/index.m3u8
宝贝计划,https://vod.bunediy.com/20200422/tkAPJur1/index.m3u8
决战紫禁之巅,https://vod.bunediy.com/20200508/nPCsfb0w/index.m3u8
消失的子弹,https://vod.bunediy.com/20200509/6T1yB1Sx/index.m3u8
六福喜事,https://vod.bunediy.com/20200501/ObuDiUml/index.m3u8
武状元苏乞儿,https://vod.bunediy.com/20200502/HAl7VeIg/index.m3u8
反贪风暴2,https://vod.bunediy.com/20200413/4xxPBE9s/index.m3u8
反贪风暴3,https://vod.bunediy.com/20200505/3MSozGmy/index.m3u8
杀破狼·贪狼,https://vod.bunediy.com/20200502/UcivsUkO/index.m3u8
黑白迷宫,https://vod.bunediy.com/20200505/mDITuuLv/index.m3u8
毒。诫,https://vod.bunediy.com/20200506/ORGIjkTB/index.m3u8
我的特工爷爷,https://vod.bunediy.com/20200506/4FKwF8mF/index.m3u8
妖铃铃,https://vod.bunediy.com/20200506/Nu88z7bg/index.m3u8
导火线,https://vod.bunediy.com/20200430/KW9Egt1J/index.m3u8
赌侠1,https://vod.bunediy.com/20200502/NjxSYXFA/index.m3u8
赌侠2之上海滩赌圣,https://vod.bunediy.com/20200502/gRB1ZH18/index.m3u8
盲探,https://vod.bunediy.com/20200508/PIZ2xtAv/index.m3u8
拆弹专家1,https://vod.bunediy.com/20200505/IhpYdE7G/index.m3u8
拆弹专家2,https://vod.bunediy.com/20210417/wT1T0eNw/index.m3u8
叶问3,https://vod.bunediy.com/20200428/lQbysS4M/index.m3u8
追龙1,https://vod.bunediy.com/20200412/eKNTcmZb/index.m3u8
追龙2,https://vod.bunediy.com/20210528/uf00AqP7/index.m3u8
新喜剧之王,https://vod.bunediy.com/20200506/X9Z4oxAg/index.m3u8
急先锋,https://vod.bunediy.com/20201019/laE6f29v/index.m3u8
真·三国无双2021,https://vod.bunediy.com/20210506/sYQDB8Nk/index.m3u8
满城尽带黄金甲2006,https://vod.bunediy.com/20210511/w9yrStD9/index.m3u8
警察故事2013,https://vod.bunediy.com/20210504/czMwCrdk/index.m3u8
侠盗联盟2017,https://vod.bunediy.com/20201219/mcDTCV1J/index.m3u8
逃学威龙1,https://vod.bunediy.com/20201123/QwB6CNCz/index.m3u8
逃学威龙2,https://vod.bunediy.com/20200508/nh4LL8IH/index.m3u8
窃听风云2,https://vod.bunediy.com/20201117/IM8vkwtD/index.m3u8
神探蒲松龄2019,https://vod.bunediy.com/20201121/grvQI6UI/index.m3u8
怪物先生2019,https://vod.bunediy.com/20200818/AdZsrIxI/index.m3u8
恶战2014,https://vod.bunediy.com/20200507/0GOIXykq/index.m3u8
追凶2012,https://vod.bunediy.com/20200509/pfNHYZNX/index.m3u8
惊天破2016,https://vod.bunediy.com/20200505/VVePtZWk/index.m3u8\
百变星君,https://vod.bunediy.com/20200506/WrT2zpOt/index.m3u8
夺命金2012,https://vod.bunediy.com/20200507/ZHkTAzTn/index.m3u8
功夫,https://vod.bunediy.com/20200506/rznhZHhg/index.m3u8
回魂夜,https://vod.bunediy.com/20200424/mjB2MA3P/index.m3u8
超级学校霸王,https://vod.bunediy.com/20200502/hEqDdWKL/index.m3u8
冲锋车,https://vod.bunediy.com/20200507/YJyPz52V/index.m3u8
麦路人,https://vod.bunediy.com/20201016/eZvsUK6M/index.m3u8
失恋反攻队,https://vod.bunediy.com/20210203/l3KUGh8t/index.m3u8
无间风暴,https://vod.bunediy.com/20210523/uT4ghhN8/index.m3u8
